[Header]																																																																																																															
GSGX Version	1.9.0																																																																																																														
Report Date	4.4.2013 12:24:09																																																																																																														
Project	40413																																																																																																														
Group Set	40413																																																																																																														
Analysis	040413_nonorm_nobkgd																																																																																																														
Normalization	none																																																																																																														
[Group Probe Profile]																																																																																																															
TargetID	ProbeID	9269324046_A.AVG_Signal	9269324046_A.MIN_Signal	9269324046_A.MAX_Signal	9269324046_A.NARRAYS	9269324046_A.ARRAY_STDEV	9269324046_A.BEAD_STDERR	9269324046_A.Avg_NBEADS	9269324046_A.Detection Pval	9269324046_B.AVG_Signal	9269324046_B.MIN_Signal	9269324046_B.MAX_Signal	9269324046_B.NARRAYS	9269324046_B.ARRAY_STDEV	9269324046_B.BEAD_STDERR	9269324046_B.Avg_NBEADS	9269324046_B.Detection Pval	9269324046_C.AVG_Signal	9269324046_C.MIN_Signal	9269324046_C.MAX_Signal	9269324046_C.NARRAYS	9269324046_C.ARRAY_STDEV	9269324046_C.BEAD_STDERR	9269324046_C.Avg_NBEADS	9269324046_C.Detection Pval	9269324046_D.AVG_Signal	9269324046_D.MIN_Signal	9269324046_D.MAX_Signal	9269324046_D.NARRAYS	9269324046_D.ARRAY_STDEV	9269324046_D.BEAD_STDERR	9269324046_D.Avg_NBEADS	9269324046_D.Detection Pval	9269324046_E.AVG_Signal	9269324046_E.MIN_Signal	9269324046_E.MAX_Signal	9269324046_E.NARRAYS	9269324046_E.ARRAY_STDEV	9269324046_E.BEAD_STDERR	9269324046_E.Avg_NBEADS	9269324046_E.Detection Pval	9269324046_F.AVG_Signal	9269324046_F.MIN_Signal	9269324046_F.MAX_Signal	9269324046_F.NARRAYS	9269324046_F.ARRAY_STDEV	9269324046_F.BEAD_STDERR	9269324046_F.Avg_NBEADS	9269324046_F.Detection Pval	9269324046_G.AVG_Signal	9269324046_G.MIN_Signal	9269324046_G.MAX_Signal	9269324046_G.NARRAYS	9269324046_G.ARRAY_STDEV	9269324046_G.BEAD_STDERR	9269324046_G.Avg_NBEADS	9269324046_G.Detection Pval	9269324046_H.AVG_Signal	9269324046_H.MIN_Signal	9269324046_H.MAX_Signal	9269324046_H.NARRAYS	9269324046_H.ARRAY_STDEV	9269324046_H.BEAD_STDERR	9269324046_H.Avg_NBEADS	9269324046_H.Detection Pval	9269324046_I.AVG_Signal	9269324046_I.MIN_Signal	9269324046_I.MAX_Signal	9269324046_I.NARRAYS	9269324046_I.ARRAY_STDEV	9269324046_I.BEAD_STDERR	9269324046_I.Avg_NBEADS	9269324046_I.Detection Pval	9269324046_J.AVG_Signal	9269324046_J.MIN_Signal	9269324046_J.MAX_Signal	9269324046_J.NARRAYS	9269324046_J.ARRAY_STDEV	9269324046_J.BEAD_STDERR	9269324046_J.Avg_NBEADS	9269324046_J.Detection Pval	9269324046_K.AVG_Signal	9269324046_K.MIN_Signal	9269324046_K.MAX_Signal	9269324046_K.NARRAYS	9269324046_K.ARRAY_STDEV	9269324046_K.BEAD_STDERR	9269324046_K.Avg_NBEADS	9269324046_K.Detection Pval	9269324046_L.AVG_Signal	9269324046_L.MIN_Signal	9269324046_L.MAX_Signal	9269324046_L.NARRAYS	9269324046_L.ARRAY_STDEV	9269324046_L.BEAD_STDERR	9269324046_L.Avg_NBEADS	9269324046_L.Detection Pval	SPECIES	SOURCE	SEARCH_KEY	TRANSCRIPT	ILMN_GENE	SOURCE_REFERENCE_ID	REFSEQ_ID	UNIGENE_ID	ENTREZ_GENE_ID	GI	ACCESSION	SYMBOL	PROTEIN_PRODUCT	PROBE_ID
ABCB9	2600315	110.5	110.5	110.5	1	NaN	3.12	21	0.33636	115.7	115.7	115.7	1	NaN	3.174	26	0.15325	105.8	105.8	105.8	1	NaN	4.198	15	0.64545	105.9	105.9	105.9	1	NaN	3.284	17	0.61948	113.9	113.9	113.9	1	NaN	4.503	19	0.22078	107.5	107.5	107.5	1	NaN	4.402	14	0.7039	113.6	113.6	113.6	1	NaN	4.146	22	0.13896	111.7	111.7	111.7	1	NaN	4.789	21	0.46104	115.2	115.2	115.2	1	NaN	2.879	21	0.33636	113.7	113.7	113.7	1	NaN	3.69	20	0.2987	107.2	107.2	107.2	1	NaN	3.326	16	0.37662	108.4	108.4	108.4	1	NaN	3.556	16	0.47143	Homo sapiens	RefSeq	NM_203444.1	ILMN_12718	ABCB9	NM_203444.1	NM_203444.1		23457	45243523	NM_203444.1	ABCB9	NP_982269.1	ILMN_1788928
ABCB9	5290598	341.6	341.6	341.6	1	NaN	12.901	23	0	429.9	429.9	429.9	1	NaN	13.04	30	0	209	209	209	1	NaN	6.95	21	0	258.8	258.8	258.8	1	NaN	7.644	30	0	234.5	234.5	234.5	1	NaN	5.25	23	0	321.3	321.3	321.3	1	NaN	13.743	14	0	254.1	254.1	254.1	1	NaN	10.161	20	0	258.8	258.8	258.8	1	NaN	10.037	24	0	328.6	328.6	328.6	1	NaN	7.035	26	0	339.9	339.9	339.9	1	NaN	15.82	10	0	236.5	236.5	236.5	1	NaN	10.121	15	0	267.4	267.4	267.4	1	NaN	11.109	26	0	Homo sapiens	RefSeq	NM_019624.2	ILMN_10252	ABCB9	NM_019624.2	NM_019624.2		23457	45243513	NM_019624.2	ABCB9	NP_062570.1	ILMN_2343047
ABCB9	6900241	860.1	860.1	860.1	1	NaN	18.273	22	0	1071.8	1071.8	1071.8	1	NaN	39.771	23	0	480.4	480.4	480.4	1	NaN	14.126	21	0	562.3	562.3	562.3	1	NaN	23.959	16	0	574.4	574.4	574.4	1	NaN	18.738	20	0	815.4	815.4	815.4	1	NaN	37.242	17	0	453.3	453.3	453.3	1	NaN	16.939	22	0	549.7	549.7	549.7	1	NaN	20.98	18	0	831	831	831	1	NaN	29.848	18	0	827.7	827.7	827.7	1	NaN	29.933	19	0	449.4	449.4	449.4	1	NaN	18.031	15	0	571.2	571.2	571.2	1	NaN	17.505	18	0	Homo sapiens	RefSeq	NM_019624.2	ILMN_10252	ABCB9	NM_019624.2	NM_019624.2		23457	45243513	NM_019624.2	ABCB9	NP_062570.1	ILMN_2343048
ABCC1	580707	111.6	111.6	111.6	1	NaN	3.903	29	0.28831	111.2	111.2	111.2	1	NaN	2.251	25	0.28182	100.9	100.9	100.9	1	NaN	3.422	12	0.88182	105.3	105.3	105.3	1	NaN	3.379	18	0.64935	104.1	104.1	104.1	1	NaN	2.591	28	0.76494	112.6	112.6	112.6	1	NaN	5.373	23	0.40779	114.2	114.2	114.2	1	NaN	5.47	19	0.11299	108.7	108.7	108.7	1	NaN	3.506	16	0.64805	110.9	110.9	110.9	1	NaN	3.899	28	0.55065	107.7	107.7	107.7	1	NaN	3.969	19	0.59481	105.1	105.1	105.1	1	NaN	3.991	24	0.4974	104.5	104.5	104.5	1	NaN	3.518	17	0.68831	Homo sapiens	RefSeq	NM_019901.1	ILMN_11956	ABCC1	NM_019901.1	NM_019901.1		4363	9955957	NM_019901.1	ABCC1	NP_063956.1	ILMN_2335302
ABCC1	1500187	133.8	133.8	133.8	1	NaN	2.285	25	0.00519	141.4	141.4	141.4	1	NaN	4.783	21	0.0013	144.4	144.4	144.4	1	NaN	4.304	27	0.0013	132.7	132.7	132.7	1	NaN	4.007	27	0.01818	133.5	133.5	133.5	1	NaN	5.727	22	0.00649	147.7	147.7	147.7	1	NaN	2.646	14	0.0026	161.4	161.4	161.4	1	NaN	5.605	28	0	158.7	158.7	158.7	1	NaN	6.498	22	0.0013	146.6	146.6	146.6	1	NaN	7.154	22	0.0026	140.5	140.5	140.5	1	NaN	3.558	23	0.0013	148.1	148.1	148.1	1	NaN	6.594	25	0	143.4	143.4	143.4	1	NaN	4.917	20	0.00519	Homo sapiens	RefSeq	NM_019900.1	ILMN_12532	ABCC1	NM_019900.2	NM_019900.2		4363	134142334	NM_019900.2	ABCC1	NP_063955.2	ILMN_1802404
ABCC10	650646	160	160	160	1	NaN	8.697	14	0	193.7	193.7	193.7	1	NaN	7.974	29	0	176.5	176.5	176.5	1	NaN	6.181	24	0	183.4	183.4	183.4	1	NaN	6.325	35	0	168.1	168.1	168.1	1	NaN	6.321	19	0	193.8	193.8	193.8	1	NaN	6.322	20	0	191.3	191.3	191.3	1	NaN	7.15	24	0	198.8	198.8	198.8	1	NaN	7.424	22	0	195.2	195.2	195.2	1	NaN	6.602	16	0	167.9	167.9	167.9	1	NaN	7.248	20	0	173.5	173.5	173.5	1	NaN	6.718	19	0	216.8	216.8	216.8	1	NaN	8.714	24	0	Homo sapiens	RefSeq	NM_033450.2	ILMN_170365	ABCC10	NM_033450.2	NM_033450.2		89845	25914748	NM_033450.2	ABCC10	NP_258261.2	ILMN_1776119
ABCC11	110138	98.5	98.5	98.5	1	NaN	3.96	24	0.94156	94.7	94.7	94.7	1	NaN	4.393	14	0.98571	106.9	106.9	106.9	1	NaN	3.499	13	0.55584	103.9	103.9	103.9	1	NaN	4.035	20	0.72078	102.8	102.8	102.8	1	NaN	3.188	21	0.83247	106.2	106.2	106.2	1	NaN	2.606	29	0.75974	95.1	95.1	95.1	1	NaN	2.091	13	0.96364	112.5	112.5	112.5	1	NaN	3.508	21	0.42597	105.5	105.5	105.5	1	NaN	4.831	14	0.82987	98	98	98	1	NaN	2.972	21	0.96104	101.6	101.6	101.6	1	NaN	3.29	27	0.72597	104.5	104.5	104.5	1	NaN	4.25	18	0.68961	Homo sapiens	RefSeq	NM_145186.2	ILMN_32226	ABCC11	NM_145186.2	NM_145186.2		85320	86787825	NM_145186.2	ABCC11	NP_660187.1	ILMN_2358714
ABCC11	2600541	121.2	121.2	121.2	1	NaN	6.214	17	0.07403	111.8	111.8	111.8	1	NaN	3.109	25	0.25974	122.3	122.3	122.3	1	NaN	5.739	24	0.05325	124.9	124.9	124.9	1	NaN	5.184	23	0.03636	111.1	111.1	111.1	1	NaN	3.815	18	0.34156	122.7	122.7	122.7	1	NaN	6.507	16	0.08182	117.7	117.7	117.7	1	NaN	4.036	25	0.05584	119.7	119.7	119.7	1	NaN	5.743	20	0.15584	122.9	122.9	122.9	1	NaN	6.825	14	0.08701	122.8	122.8	122.8	1	NaN	4.663	25	0.06753	115	115	115	1	NaN	3.056	21	0.10779	140.6	140.6	140.6	1	NaN	7.704	24	0.00519	Homo sapiens	RefSeq	NM_033151.2	ILMN_32162	ABCC11	NM_033151.3	NM_033151.3		85320	86786800	NM_033151.3	ABCC11	NP_149163.2	ILMN_1732140
ABCC11	6900537	104.2	104.2	104.2	1	NaN	3.587	29	0.70649	104.3	104.3	104.3	1	NaN	3.287	31	0.67662	109.2	109.2	109.2	1	NaN	3.66	19	0.42987	101.3	101.3	101.3	1	NaN	3.503	17	0.84675	104.7	104.7	104.7	1	NaN	2.95	26	0.73117	102.3	102.3	102.3	1	NaN	3.123	23	0.90909	116.2	116.2	116.2	1	NaN	4.451	22	0.07403	103.7	103.7	103.7	1	NaN	3.35	23	0.87792	112.7	112.7	112.7	1	NaN	7.272	18	0.45325	112.7	112.7	112.7	1	NaN	3.415	22	0.33896	107.2	107.2	107.2	1	NaN	3.241	19	0.37532	113.1	113.1	113.1	1	NaN	3.315	25	0.24935	Homo sapiens	RefSeq	NM_145186.1	ILMN_138432	ABCC11	NM_145186.1	NM_145186.1		85320	21729875	NM_145186.1	ABCC11	NP_660187.1	ILMN_1713008
ABCC12	6290348	113.5	113.5	113.5	1	NaN	3.219	12	0.21818	103	103	103	1	NaN	2.53	28	0.75584	105.9	105.9	105.9	1	NaN	2.86	29	0.62987	105.8	105.8	105.8	1	NaN	3.446	25	0.62857	106.1	106.1	106.1	1	NaN	2.695	16	0.64026	102.7	102.7	102.7	1	NaN	2.944	25	0.89481	104.9	104.9	104.9	1	NaN	3.189	27	0.54416	110	110	110	1	NaN	3.023	30	0.55974	106.8	106.8	106.8	1	NaN	5.699	16	0.77662	110	110	110	1	NaN	4.401	24	0.47273	101.7	101.7	101.7	1	NaN	3.933	20	0.72468	106.2	106.2	106.2	1	NaN	2.266	23	0.5974	Homo sapiens	RefSeq	NM_145188.1	ILMN_31240	ABCC12	NM_033226.2	NM_033226.2		94160	89111134	NM_033226.2	ABCC12	NP_150229.2	ILMN_1762093
ABCC13	3990441	103.2	103.2	103.2	1	NaN	3.689	18	0.75844	99.5	99.5	99.5	1	NaN	3.082	24	0.9039	105.1	105.1	105.1	1	NaN	3.201	30	0.68182	102.8	102.8	102.8	1	NaN	3.471	26	0.78052	99.9	99.9	99.9	1	NaN	2.688	25	0.92468	102.2	102.2	102.2	1	NaN	5.028	18	0.90909	104.2	104.2	104.2	1	NaN	2.762	19	0.58571	99.3	99.3	99.3	1	NaN	2.989	34	0.97273	107.6	107.6	107.6	1	NaN	2.944	20	0.72078	103.2	103.2	103.2	1	NaN	3.548	23	0.82597	100.5	100.5	100.5	1	NaN	3.807	24	0.77532	105	105	105	1	NaN	5.036	16	0.65974	Homo sapiens	RefSeq	NM_172025.1	ILMN_171996	ABCC13	NR_003087.1	NR_003087.1		150000	108773779	NR_003087.1	ABCC13		ILMN_1709092
ABCC13	4250497	110.4	110.4	110.4	1	NaN	3.782	29	0.34156	107.6	107.6	107.6	1	NaN	3.068	19	0.47662	110.3	110.3	110.3	1	NaN	3.849	24	0.37792	112.4	112.4	112.4	1	NaN	3.271	25	0.25974	109.6	109.6	109.6	1	NaN	5.83	23	0.41558	108.3	108.3	108.3	1	NaN	2.314	28	0.65455	117.3	117.3	117.3	1	NaN	4.17	22	0.06234	115.4	115.4	115.4	1	NaN	4.782	16	0.29221	112.2	112.2	112.2	1	NaN	7.139	19	0.48182	107.6	107.6	107.6	1	NaN	3.374	15	0.6039	109.7	109.7	109.7	1	NaN	6.127	13	0.26494	109.4	109.4	109.4	1	NaN	6.092	12	0.42338	Homo sapiens	RefSeq	NM_138726.2	ILMN_18525	ABCC13	NM_138726.2	NM_138726.2		150000	25952067	NM_138726.2	ABCC13	NP_620054.1	ILMN_1678409
ABCC13	4780553	121.3	121.3	121.3	1	NaN	4.225	25	0.07403	115.3	115.3	115.3	1	NaN	3.291	25	0.15974	120.4	120.4	120.4	1	NaN	3.388	26	0.07662	123.6	123.6	123.6	1	NaN	4.849	24	0.04156	124.7	124.7	124.7	1	NaN	3.908	32	0.04156	133.3	133.3	133.3	1	NaN	4.327	27	0.01948	119.9	119.9	119.9	1	NaN	3.662	25	0.03636	132.8	132.8	132.8	1	NaN	6.356	26	0.02078	117.4	117.4	117.4	1	NaN	4.062	15	0.22857	124.5	124.5	124.5	1	NaN	3.75	25	0.05325	130.4	130.4	130.4	1	NaN	5.131	25	0.00909	110.9	110.9	110.9	1	NaN	2.989	23	0.33766	Homo sapiens	RefSeq	NM_172024.1	ILMN_17852	ABCC13	NM_172024.1	NM_172024.1		150000	25952070	NM_172024.1	ABCC13	NP_742021.1	ILMN_1774344
ABCC2	2230746	106.4	106.4	106.4	1	NaN	2.985	21	0.58182	105.3	105.3	105.3	1	NaN	4.301	25	0.61818	105.3	105.3	105.3	1	NaN	3.666	25	0.67273	108	108	108	1	NaN	4.065	20	0.48571	102.3	102.3	102.3	1	NaN	3.238	24	0.85325	107.7	107.7	107.7	1	NaN	6.271	15	0.6987	106.6	106.6	106.6	1	NaN	3.559	15	0.43766	103.5	103.5	103.5	1	NaN	3.392	25	0.88182	107.5	107.5	107.5	1	NaN	4.444	19	0.72987	105.2	105.2	105.2	1	NaN	3.716	18	0.73766	100.5	100.5	100.5	1	NaN	5.096	20	0.77143	112.4	112.4	112.4	1	NaN	2.024	10	0.27273	Homo sapiens	RefSeq	NM_000392.1	ILMN_9691	ABCC2	NM_000392.1	NM_000392.1		1244	4557480	NM_000392.1	ABCC2	NP_000383.1	ILMN_1676278
ABCC3	60114	117.7	117.7	117.7	1	NaN	5.424	12	0.13117	110.4	110.4	110.4	1	NaN	3.017	25	0.31948	121.4	121.4	121.4	1	NaN	3.186	19	0.06364	113.9	113.9	113.9	1	NaN	5.352	20	0.20649	116.9	116.9	116.9	1	NaN	3.482	25	0.14545	113.1	113.1	113.1	1	NaN	3.101	18	0.37922	119.8	119.8	119.8	1	NaN	3.581	34	0.03636	115.8	115.8	115.8	1	NaN	4.142	19	0.27532	120.5	120.5	120.5	1	NaN	4.118	24	0.13636	118.1	118.1	118.1	1	NaN	3.574	15	0.16364	115.2	115.2	115.2	1	NaN	6.577	13	0.1026	116.1	116.1	116.1	1	NaN	4.174	19	0.16364	Homo sapiens	RefSeq	NM_020038.1	ILMN_24096	ABCC3	NM_020038.1	NM_020038.1		8714	9955973	NM_020038.1	ABCC3	NP_064422.1	ILMN_1717466
ABCC3	270615	1820.5	1820.5	1820.5	1	NaN	61.464	27	0	2153.2	2153.2	2153.2	1	NaN	49.94	30	0	1529.2	1529.2	1529.2	1	NaN	36.937	30	0	1571.2	1571.2	1571.2	1	NaN	54.23	27	0	2030.6	2030.6	2030.6	1	NaN	60.158	18	0	2224.3	2224.3	2224.3	1	NaN	48.019	26	0	1484.1	1484.1	1484.1	1	NaN	27.888	23	0	1750.1	1750.1	1750.1	1	NaN	48.635	22	0	1999.7	1999.7	1999.7	1	NaN	67.695	23	0	1863.2	1863.2	1863.2	1	NaN	71.615	20	0	1278.7	1278.7	1278.7	1	NaN	38.671	23	0	1730.1	1730.1	1730.1	1	NaN	50.779	24	0	Homo sapiens	RefSeq	NM_020037.1	ILMN_28145	ABCC3	NM_003786.2	NM_003786.2		8714	9955969	NM_003786.2	ABCC3	NP_003777.2	ILMN_1677814
ABCC4	2450201	132.4	132.4	132.4	1	NaN	3.418	32	0.00649	132.7	132.7	132.7	1	NaN	7.614	13	0.00649	146.5	146.5	146.5	1	NaN	4.165	25	0.0013	148.9	148.9	148.9	1	NaN	4.568	25	0.0013	147.6	147.6	147.6	1	NaN	5.363	17	0	137.6	137.6	137.6	1	NaN	5.457	18	0.01039	162	162	162	1	NaN	4.235	24	0	164.3	164.3	164.3	1	NaN	8.366	17	0.0013	142.7	142.7	142.7	1	NaN	5.905	18	0.0039	129.1	129.1	129.1	1	NaN	3.104	13	0.02987	157.7	157.7	157.7	1	NaN	3.501	15	0	185.4	185.4	185.4	1	NaN	6.895	20	0	Homo sapiens	RefSeq	NM_005845.2	ILMN_14001	ABCC4	NM_005845.2	NM_005845.2		10257	34452699	NM_005845.2	ABCC4	NP_005836.1	ILMN_1788457
ABCC4	6110181	111.4	111.4	111.4	1	NaN	6.607	18	0.2974	108	108	108	1	NaN	4.393	26	0.45455	104	104	104	1	NaN	3.024	28	0.74675	108.5	108.5	108.5	1	NaN	6.262	18	0.45584	107.6	107.6	107.6	1	NaN	3.867	21	0.55584	110.5	110.5	110.5	1	NaN	4.045	17	0.50649	111.3	111.3	111.3	1	NaN	3.311	31	0.21039	116.5	116.5	116.5	1	NaN	4.129	18	0.25325	112.3	112.3	112.3	1	NaN	4.542	21	0.47013	104.9	104.9	104.9	1	NaN	3.218	20	0.74805	110.5	110.5	110.5	1	NaN	4.31	26	0.22468	106.2	106.2	106.2	1	NaN	2.975	25	0.5974	Homo sapiens	RefSeq	NM_005845.2	ILMN_169694	ABCC4	NM_005845.2	NM_005845.2		10257	34452699	NM_005845.2	ABCC4	NP_005836.1	ILMN_2194009
ABCC5	3460630	105.2	105.2	105.2	1	NaN	1.672	22	0.64026	103.6	103.6	103.6	1	NaN	4.142	22	0.72078	97.3	97.3	97.3	1	NaN	3.698	21	0.96883	113.2	113.2	113.2	1	NaN	4.793	19	0.23117	107.8	107.8	107.8	1	NaN	4.335	17	0.54805	103.9	103.9	103.9	1	NaN	2.194	19	0.84416	105.9	105.9	105.9	1	NaN	2.875	18	0.48312	114.6	114.6	114.6	1	NaN	4.571	16	0.31558	115.2	115.2	115.2	1	NaN	6.872	16	0.33377	114.4	114.4	114.4	1	NaN	5.532	17	0.27532	101.8	101.8	101.8	1	NaN	3.235	24	0.71688	103	103	103	1	NaN	3.174	17	0.77013	Homo sapiens	RefSeq	NM_001023587.1	ILMN_438	ABCC5	NM_001023587.1	NM_001023587.1		10057	66529092	NM_001023587.1	ABCC5	NP_001018881.1	ILMN_2302358
ABCC5	6580553	275.7	275.7	275.7	1	NaN	9.32	18	0	226	226	226	1	NaN	10.176	20	0	214.1	214.1	214.1	1	NaN	6.945	26	0	268.6	268.6	268.6	1	NaN	6.555	14	0	269.6	269.6	269.6	1	NaN	8.893	18	0	225.7	225.7	225.7	1	NaN	8.848	21	0	280.3	280.3	280.3	1	NaN	9.828	21	0	333.5	333.5	333.5	1	NaN	10.16	15	0	224.4	224.4	224.4	1	NaN	10.871	19	0	209.6	209.6	209.6	1	NaN	11.668	23	0	266	266	266	1	NaN	11.088	22	0	319.7	319.7	319.7	1	NaN	15.426	17	0	Homo sapiens	RefSeq	NM_005688.2	ILMN_25223	ABCC5	NM_005688.2	NM_005688.2		10057	66529004	NM_005688.2	ABCC5	NP_005679.2	ILMN_1706531
ABCC5	7610050	150.4	150.4	150.4	1	NaN	3.703	37	0.0013	171.5	171.5	171.5	1	NaN	7.517	21	0	128.8	128.8	128.8	1	NaN	3.588	28	0.01818	129.1	129.1	129.1	1	NaN	4.188	29	0.02468	175.9	175.9	175.9	1	NaN	6.48	21	0	173.9	173.9	173.9	1	NaN	5.281	26	0	139.5	139.5	139.5	1	NaN	4.229	22	0.0013	156.4	156.4	156.4	1	NaN	5.351	21	0.0013	164.4	164.4	164.4	1	NaN	4.625	25	0	176.7	176.7	176.7	1	NaN	7.015	17	0	134.4	134.4	134.4	1	NaN	4.32	17	0.00649	171.9	171.9	171.9	1	NaN	6.632	18	0.0013	Homo sapiens	RefSeq	NM_001023587.1	ILMN_438	ABCC5	NM_001023587.1	NM_001023587.1		10057	66529092	NM_001023587.1	ABCC5	NP_001018881.1	ILMN_1651964
ABCC6	3060279	125.4	125.4	125.4	1	NaN	6.393	32	0.03377	113.1	113.1	113.1	1	NaN	5.209	20	0.21558	108.3	108.3	108.3	1	NaN	2.467	15	0.48052	107.4	107.4	107.4	1	NaN	3.829	18	0.52987	116.9	116.9	116.9	1	NaN	4.275	22	0.14416	119.2	119.2	119.2	1	NaN	3.907	24	0.15065	107.8	107.8	107.8	1	NaN	3.249	25	0.37013	118.1	118.1	118.1	1	NaN	3.875	27	0.2	120.2	120.2	120.2	1	NaN	4.246	22	0.14935	121.6	121.6	121.6	1	NaN	4.715	26	0.08571	105.5	105.5	105.5	1	NaN	3.112	20	0.47403	110.6	110.6	110.6	1	NaN	3.54	22	0.35584	Homo sapiens	RefSeq	XM_936351.1	ILMN_16707	ABCC6	NM_001171.3	NM_001171.3		368	118582252	NM_001171.3	ABCC6	NP_001162.3	ILMN_1725675
ABCC6	3370332	113.9	113.9	113.9	1	NaN	3.091	30	0.21299	109.3	109.3	109.3	1	NaN	4.044	27	0.37273	106.7	106.7	106.7	1	NaN	3.485	24	0.57403	108.1	108.1	108.1	1	NaN	2.908	19	0.47792	111	111	111	1	NaN	2.967	16	0.34156	111.2	111.2	111.2	1	NaN	4.034	27	0.46234	107.6	107.6	107.6	1	NaN	2.735	25	0.38312	114.4	114.4	114.4	1	NaN	5.076	17	0.32857	113.7	113.7	113.7	1	NaN	3.429	26	0.40519	123.9	123.9	123.9	1	NaN	8.334	19	0.05974	107.5	107.5	107.5	1	NaN	2.861	25	0.36104	108.3	108.3	108.3	1	NaN	3.731	23	0.47403	Homo sapiens	RefSeq	NM_001171.2	ILMN_16707	ABCC6	NM_001171.3	NM_001171.3		368	118582252	NM_001171.3	ABCC6	NP_001162.3	ILMN_1778352
ABCC6	4230093	118.1	118.1	118.1	1	NaN	3.116	24	0.12078	129.2	129.2	129.2	1	NaN	5.754	29	0.01429	122.8	122.8	122.8	1	NaN	5.878	19	0.05065	120.3	120.3	120.3	1	NaN	4.766	27	0.07273	121.1	121.1	121.1	1	NaN	7.231	14	0.07662	124.5	124.5	124.5	1	NaN	3.698	13	0.05844	117.4	117.4	117.4	1	NaN	3.038	15	0.06234	118.3	118.3	118.3	1	NaN	2.01	18	0.19351	128.3	128.3	128.3	1	NaN	5.112	20	0.03506	126.6	126.6	126.6	1	NaN	4.456	21	0.04156	123.1	123.1	123.1	1	NaN	2.471	16	0.02208	123	123	123	1	NaN	9.741	13	0.04805	Homo sapiens	RefSeq	XM_936351.1	ILMN_16707	ABCC6	NM_001171.3	NM_001171.3		368	118582252	NM_001171.3	ABCC6	NP_001162.3	ILMN_1725414
ABCC6	5310021	114.1	114.1	114.1	1	NaN	3.568	21	0.20519	105	105	105	1	NaN	3.035	28	0.63896	107.1	107.1	107.1	1	NaN	2.128	23	0.54545	106.7	106.7	106.7	1	NaN	3.977	20	0.57013	111.7	111.7	111.7	1	NaN	4.292	21	0.31299	108.7	108.7	108.7	1	NaN	3.269	28	0.62338	109.3	109.3	109.3	1	NaN	3.906	22	0.28701	119.2	119.2	119.2	1	NaN	4.048	23	0.16623	108.3	108.3	108.3	1	NaN	3.925	27	0.68701	111	111	111	1	NaN	2.651	24	0.42208	98.6	98.6	98.6	1	NaN	2.909	13	0.88571	106.5	106.5	106.5	1	NaN	3.234	26	0.58312	Homo sapiens	RefSeq	NM_001079528.1	ILMN_175756	ABCC6	NM_001079528.1	NM_001079528.1		368	118582250	NM_001079528.1	ABCC6	NP_001072996.1	ILMN_2293902
ABCC6	7100390	107.7	107.7	107.7	1	NaN	4.577	17	0.5	105.7	105.7	105.7	1	NaN	3.954	24	0.6	122.8	122.8	122.8	1	NaN	4.975	20	0.05065	107.1	107.1	107.1	1	NaN	3.022	18	0.54805	110.7	110.7	110.7	1	NaN	4.556	20	0.35974	109.6	109.6	109.6	1	NaN	6.808	17	0.57792	112	112	112	1	NaN	4.652	22	0.19221	106	106	106	1	NaN	3.862	20	0.78182	117.3	117.3	117.3	1	NaN	5.455	21	0.22987	109.2	109.2	109.2	1	NaN	3.653	16	0.5013	114.6	114.6	114.6	1	NaN	3.751	22	0.11688	114.6	114.6	114.6	1	NaN	6.809	17	0.2	Homo sapiens	RefSeq	NM_001171.2	ILMN_16707	ABCC6	NM_001171.3	NM_001171.3		368	118582252	NM_001171.3	ABCC6	NP_001162.3	ILMN_1801521
ABCC6	7160603	120.1	120.1	120.1	1	NaN	4.805	25	0.08571	118.3	118.3	118.3	1	NaN	7.519	11	0.10649	119.9	119.9	119.9	1	NaN	3.75	23	0.08701	120.7	120.7	120.7	1	NaN	4.441	27	0.06883	120.1	120.1	120.1	1	NaN	5.079	20	0.09091	128.4	128.4	128.4	1	NaN	3.536	14	0.03636	112.6	112.6	112.6	1	NaN	2.003	20	0.16104	122.2	122.2	122.2	1	NaN	4.149	26	0.10649	108.2	108.2	108.2	1	NaN	5.284	10	0.68701	126.8	126.8	126.8	1	NaN	6.379	14	0.03896	120.1	120.1	120.1	1	NaN	3.245	31	0.03377	118.8	118.8	118.8	1	NaN	2.552	22	0.0961	Homo sapiens	RefSeq	NM_001079528.1	ILMN_175756	ABCC6	NM_001079528.1	NM_001079528.1		368	118582250	NM_001079528.1	ABCC6	NP_001072996.1	ILMN_2406654
